cluster,PCA_Off,PCA_Def,PCA_Use,PCA_Eff,PCA_Reb,Cluster_Score
0,-1.2250762031920563,-1.477456776690411,-0.6672248907800963,-1.171398951549968,1.6271205178414205,-2.9140363043711113
1,1.749539652090607,0.8633151015198459,-0.20319000703867185,2.2663132411124187,0.835120212782682,5.511098200466881
2,0.5218597293397342,1.0495316043875502,0.03935967616004722,0.8339144695112288,0.2756797830793212,2.7203452624778817
3,0.321459548868998,-0.07661181715378339,0.5252933498003027,0.17510608940158706,0.32059149614769283,1.2658386670647972
4,-1.2760523477141192,-1.1508541591968202,-0.8807797645782502,-1.3550968291569458,-1.4498174726386055,-6.112600573284741
5,2.4983657482555093,-0.11631557265518618,1.2559376598125558,1.8982915403697316,-1.3845766742394494,4.151702701543162
6,4.019860668935548,0.47798512552107253,2.9509771654335273,3.0702950022347193,0.6571548097888406,11.176272771913709
7,0.3442983157185774,1.4561799357683363,0.03544823662481491,0.8206025204876614,-0.7985570274478935,1.8579719811514965
8,-0.861993965111561,0.8443070072632873,-0.7543041591100186,0.031464309735899997,1.7088062134021653,0.968279406179773
9,-0.1500881445265669,-1.270369257747624,-0.6758767885953428,-0.4706103889946437,-1.8944581230130164,-4.461402702877194
10,-1.1963091716791838,-1.0107773410115242,-0.10536556976238863,-1.6485222239120998,-1.9363990638263158,-5.897373370191512
11,0.14578344963431666,1.714515377173476,-0.6876628209204296,1.010914930022202,2.1799363102803437,4.363487246189909
12,0.06012718055348841,-0.29426179448239537,0.8801973810033071,-0.3791300411582189,-1.4501555824837993,-1.183222856567618
13,1.7807337153096672,-0.47319137560843005,1.2250850330769807,1.132863094796112,0.9948490464773332,4.660339514051663
14,0.8928262830829492,-0.469091891096933,-0.4145440421462514,1.0370189044052185,-0.6153823878630585,0.4308268663819247
15,-2.031298858697516,-1.1344557130081525,-1.3042496149481673,-2.3538571067041505,-1.3177666283385834,-8.14162792169657
16,0.012059689801533468,0.06205194696912121,-0.16351855532251272,0.14360160514428652,-1.2528834342800543,-1.1986887476876258
17,0.3303046710021662,-0.708769623190686,0.7827692495653831,-0.17286846815637785,-1.4666024811206322,-1.2351666519001467
18,-1.085213079895771,0.2991727593211436,0.2420191131189061,-1.1294306186030572,0.9034963982015043,-0.7699554278572742
19,6.71299786439939,5.456366468499669,3.482131819587888,7.4188264784186515,2.04843681379532,25.11875944470092
20,1.0556540585707896,0.6902901013011,1.868744086830471,0.8030289835467767,-0.7230922082803308,3.6946250219688066
21,1.3188993813824126,1.7207868037262026,1.1556241257682704,1.4010822343611626,0.6630927244379392,6.259485269675988
22,4.506136019185421,3.288518865706979,2.727560308786742,4.6618250549029705,2.547103241866182,17.731143490448293
23,-0.7035079646116451,-0.35151819461927447,-1.103612621646353,-0.2655453372467812,0.8602604200187007,-1.5639236981053533
24,0.8011818487353168,0.12053921927710003,-0.21269925206733392,1.0270569741788171,1.7123715298304818,3.448450319954382
25,0.6802110948400746,-1.954139135059321,1.114038868757733,-0.27379484684803296,-2.2020024033866408,-2.635686421696187
26,0.2501926720927874,-0.5557835027856545,-0.8467052206273321,1.0312388727660045,2.808352443588223,2.6872952650340283
27,-2.424059608075531,-0.30410993618555077,-1.704030808703753,-3.9144898252114033,1.1614667001097088,-7.18522347806653
28,-1.199219639299665,1.0988117985996697,-0.8062811956278668,-0.8382578529177209,-1.4641237454074012,-3.209070634652984
29,1.3208067525978984,-0.8760707798815799,0.7804145930975844,0.5470629165633966,-1.7252820134714504,0.046931468905849316
30,-2.164192486931411,6.561407402242061,-1.259189323984486,0.5019020885393068,1.6969978256168545,5.336925505482325
31,-0.32893807595683944,-0.5401450317580772,-0.6294879538987502,-0.12715171029393316,0.9169937050661151,-0.7087290668414848
32,-0.840993586052265,3.0450054348348687,-0.6150684898416607,0.30141804265047606,1.2471355163266973,3.1374969179181162
33,-0.3074008450656928,2.0971894880025648,0.5638378639145781,0.1969419344802607,-1.467501517724843,1.0830669236068675
34,2.379570360207535,1.0375470050348399,1.6531502675439358,2.1331464839187304,1.816607803138827,9.020021919843868
35,0.13291602812239245,1.877969357159889,0.9097213653262112,0.6788970220038846,1.1987362064496345,4.7982399790620125
36,-0.5660080554131393,-0.06721115909434258,-0.3477987585278281,-0.2688089753230674,1.5616549364457362,0.3118279880873589
37,-0.5811742095440489,-0.03715179945768315,-0.4667458255002654,-0.6764517085979944,-1.2812325195616827,-3.0427560626616748
38,-1.3583032807595021,-0.711484802069141,-0.2720537792170582,-1.4634787656911492,-0.7779913075684286,-4.583311935305279
39,-1.8968966669960412,0.36650244179521224,-0.7179805051528281,-1.6062623380476555,0.9588222766919694,-2.895814791709343
40,-0.0333405344570873,-0.897510080426285,-0.1375784810117841,-0.35394926937133475,-0.2972334556215384,-1.7196118208880293
41,3.09722113630991,1.9068098014016104,0.8656173550480172,3.691631630613675,3.385679225674635,12.94695914904785
